"Story","Title","Result","Date","Stability","Duration (s)"
"Finalizar compra como Guest Checkout","Usuario invitado completa una compra exitosa","SUCCESS","2025-09-13T13:11:25.7305225-05:00[America/Bogota]","0.0","14.71"
