"Story","Title","Result","Date","Stability","Duration (s)"
"Finalizar compra como Guest Checkout","Usuario invitado completa una compra exitosa","SUCCESS","2025-09-13T14:00:03.5575917-05:00[America/Bogota]","0.0","10.49"
