"Story","Title","Result","Date","Stability","Duration (s)"
"Finalizar compra como Guest Checkout","Usuario invitado completa una compra exitosa","PENDING","2025-09-12T10:56:37.2464406-05:00[America/Bogota]","0.0","8.89"
