"Story","Title","Result","Date","Stability","Duration (s)"
"Finalizar compra como Guest Checkout","Usuario invitado completa una compra exitosa","FAILURE","2025-09-12T13:25:56.4394297-05:00[America/Bogota]","0.0","14.89"
