"Story","Title","Result","Date","Stability","Duration (s)"
"Finalizar compra como Guest Checkout","Usuario invitado completa una compra exitosa","ERROR","2025-09-12T13:28:25.2093498-05:00[America/Bogota]","0.0","14.72"
