"Story","Title","Result","Date","Stability","Duration (s)"
"Finalizar compra como Guest Checkout","Usuario invitado completa una compra exitosa","SUCCESS","2025-09-12T13:40:59.6952371-05:00[America/Bogota]","0.0","14.2"
